winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
0.333745,0.398955,1,62.8121,2,2,1,2,1,3,0,75,38,1
0.133817,0.552613,0,53.5148,1,1,5,2,5,3,0,46,64,1
0.322997,0.825394,0,?,1,3,3,1,2,4,1,39,58,0
0.576283,0.408041,?,63.3302,0,0,4,4,3,4,1,100,43,1
0.350511,0.162941,0,60.7982,1,2,2,5,3,1,1,43,36,0
?,0.798256,1,72.3317,3,4,2,3,1,4,1,?,32,0
?,0.706222,1,62.0935,2,0,4,1,3,2,1,41,61,1
0.531755,0.0832755,-1,61.3474,1,0,3,4,3,3,0,52,59,0
0.693431,0.46354,1,59.0907,2,2,3,2,4,2,0,38,50,1
?,0.245787,-1,62.416,2,3,3,4,2,2,1,58,40,0
0.104248,0.740408,1,69.6735,2,1,?,2,3,3,1,44,10,1
0.495713,0.5559,1,68.2585,2,2,4,1,3,2,1,39,45,1
0.52675,0.979076,0,79.0154,3,2,1,2,4,2,0,30,23,1
?,0.263572,?,66.1856,4,2,3,3,3,3,0,19,66,1
?,0.22608,1,65.1484,?,1,5,3,4,3,0,45,82,1
1.00232,?,1,71.2243,1,0,3,5,4,3,1,73,44,0
0.801723,0.878966,-1,61.7486,1,0,2,1,2,1,0,32,37,1
0.57086,0.311008,0,64.2813,4,-1,3,5,3,2,0,41,?,1
0.703512,0.112684,1,62.0788,3,-1,3,2,3,2,0,34,27,0
0.450626,0.693074,0,71.7342,2,1,4,?,2,3,1,58,44,1
0.326217,-0.0548676,0,62.4851,4,3,3,2,1,2,1,18,24,1
0.510914,0.49963,1,?,2,4,2,3,3,2,0,55,59,0
0.237557,0.703716,0,68.3522,2,2,5,3,3,1,1,30,2,1
0.24033,0.37415,0,63.2425,2,0,2,1,2,3,1,9,40,1
0.464193,0.358336,1,66.4552,3,2,2,3,3,3,0,68,77,1
0.447657,0.53031,0,72.4441,3,1,1,4,?,1,0,44,34,1
0.459442,0.541429,1,53.5893,0,2,3,4,3,3,0,65,32,0
0.728283,0.606674,-1,67.7351,?,1,4,1,2,4,0,51,74,1
?,0.297896,1,73.5081,2,1,2,1,2,3,0,63,64,1
0.456932,0.195164,-1,?,1,2,3,3,3,4,0,84,50,0
0.38,0.653417,0,64.5001,2,4,1,3,3,2,1,77,61,0
0.710277,0.604087,1,65.5712,2,0,3,1,2,4,1,37,38,1
0.462668,0.767997,-1,76.1571,3,2,?,4,3,2,1,28,68,1
0.495871,0.3239,0,72.0434,1,1,5,2,3,4,1,40,?,1
0.341366,0.480931,1,60.9913,3,1,3,3,2,4,0,39,62,1
0.677713,0.633634,-1,52.4386,?,1,5,3,?,3,0,?,35,1
0.856033,0.533189,0,74.8316,0,-1,4,?,1,2,0,38,64,1
0.245093,0.458194,1,65.1459,0,2,4,3,?,2,1,30,-5,1
0.387047,0.918385,1,61.9119,0,?,2,3,4,4,1,27,60,0
0.436383,0.800429,-1,61.6734,0,1,1,5,3,2,0,51,49,0
0.614964,0.637834,1,61.6623,3,3,2,4,1,1,1,60,53,1
0.802412,0.556426,0,69.885,0,2,1,5,2,3,1,23,38,0
0.273175,0.285818,-1,71.1206,2,0,4,5,1,3,0,41,10,1
0.863464,-0.0981939,0,74.5243,2,1,1,1,3,1,0,45,55,1
0.293621,0.688028,0,76.8378,1,0,?,3,1,3,0,44,?,1
0.556644,0.775029,0,77.5728,0,2,5,1,2,4,1,39,43,0
0.161069,0.529648,-1,69.9302,0,1,3,2,5,2,0,71,64,0
0.333993,0.759931,1,60.248,1,-2,1,3,5,1,0,39,1,1
0.501523,0.175444,-1,60.9965,1,2,1,3,4,1,1,93,30,1
0.611622,0.617764,?,61.313,0,2,1,4,2,4,1,60,?,0
0.484288,0.515219,-1,69.1462,2,0,2,4,4,3,1,45,97,1
0.379875,0.636059,0,72.1805,2,4,1,5,2,2,1,53,56,0
0.55575,0.754312,1,63.6644,1,1,4,3,2,3,1,40,43,1
0.299542,0.359575,0,60.7976,2,2,4,1,2,2,0,53,50,1
0.400509,0.9027,-1,67.7065,2,1,5,3,3,2,0,35,126,1
0.789903,0.403607,-1,66.6985,1,0,1,2,2,3,0,32,35,1
0.822181,?,1,65.4792,2,3,4,3,4,2,0,48,37,0
0.472409,0.324292,0,66.4863,1,1,1,2,3,2,0,86,60,1
0.863807,0.489567,-1,68.6425,1,-1,4,1,1,2,0,58,66,1
0.463065,0.449377,-1,73.5509,2,1,5,3,3,3,1,59,48,1
0.771043,0.615727,-1,58.1823,1,2,3,?,3,3,1,88,40,0
1.01139,0.500603,-1,63.0276,3,1,2,?,1,3,1,57,67,1
0.590503,0.431771,-1,68.965,2,2,?,1,2,1,0,50,44,1
0.724924,0.0957619,0,63.5327,1,1,4,4,4,3,0,37,55,0
0.592319,0.708302,-1,65.7329,3,1,2,4,2,3,1,49,61,1
0.505775,0.666232,-1,58.9885,1,2,4,3,2,3,1,?,42,0
0.958827,0.441507,?,60.2159,1,0,1,4,4,3,0,36,38,1
0.507483,0.657683,-1,71.2761,2,?,1,4,3,?,0,58,73,1
0.619227,0.409684,0,59.9597,2,2,4,2,1,1,1,62,60,1
0.383303,0.783713,-1,50.5445,2,1,2,2,2,4,0,61,34,1
0.514186,0.338337,0,77.1871,2,1,5,1,2,2,0,52,69,1
0.556959,?,1,56.2233,2,1,2,4,2,2,1,40,35,1
0.612477,0.169429,1,61.3039,2,1,3,5,3,2,1,74,64,0
0.573954,0.899101,0,63.6892,2,1,2,1,4,1,1,37,53,1
0.526308,0.489792,0,71.3222,3,0,2,3,3,5,0,41,63,1
0.768883,0.612057,1,60.6018,3,2,3,3,?,2,0,101,12,1
0.451009,0.561918,0,67.3696,1,1,2,4,3,5,0,53,54,1
0.774095,0.200113,?,54.4207,3,2,1,?,2,2,0,43,46,0
0.301337,0.948459,1,65.0488,0,2,2,5,3,4,1,34,20,1
0.804441,0.63518,1,62.9169,0,2,1,1,1,3,1,64,54,0
0.38958,0.851481,1,68.1031,1,2,3,4,4,3,1,11,68,0
0.744199,0.359817,-1,55.6837,2,1,3,3,5,4,1,30,49,1
0.298864,0.336148,-1,62.0393,2,1,1,4,0,1,0,53,?,1
0.167448,?,1,59.2787,0,3,3,5,4,2,0,?,65,0
0.676281,0.5085,0,?,2,2,3,2,3,3,0,87,19,1
0.427743,0.676413,1,69.6593,1,1,2,5,3,3,1,66,39,1
0.514439,0.770914,-1,62.5254,1,?,2,?,4,2,1,58,70,1
0.0831475,0.251927,-1,58.6866,3,1,5,3,2,2,0,35,38,1
0.352405,0.6304,1,65.6597,2,3,3,4,2,2,0,1,33,0
0.522882,0.21185,1,62.5283,3,0,1,1,3,1,0,34,70,0
0.621214,0.661184,?,67.373,2,3,5,2,1,?,0,42,53,0
?,0.604997,-1,58.5767,3,0,5,1,4,2,0,53,57,1
0.711538,0.766029,1,69.4374,2,3,5,2,?,3,1,75,58,0
0.268037,0.606564,0,62.33,2,3,?,1,2,2,1,50,80,0
0.618229,0.609368,1,66.7459,3,2,?,4,2,2,0,?,63,1
0.555936,0.363701,-1,63.7969,1,1,4,1,4,4,1,42,46,1
0.446349,0.500489,0,65.7239,?,2,3,2,1,4,1,63,65,0
0.619429,0.378939,1,79.2924,1,1,4,1,3,1,0,81,31,1
0.525611,0.515398,0,56.9281,0,2,3,3,3,2,1,62,52,0
0.315647,0.349395,0,?,1,2,5,4,2,1,0,?,53,0
0.540612,0.460238,-1,71.7384,2,1,1,5,3,4,0,77,76,1
0.249969,0.260517,0,50.5792,3,2,5,1,1,?,1,54,66,1
0.510533,0.235017,0,68.5017,3,0,2,1,2,2,1,26,29,0
0.593894,0.672098,0,60.544,1,1,2,4,2,2,0,22,73,1
0.42895,0.557656,-1,71.8648,1,3,1,1,4,2,0,-2,25,0
0.201345,-0.00352238,-1,70.2728,1,2,2,1,3,4,1,57,68,0
0.641471,0.976644,1,66.7275,3,3,?,5,4,0,1,?,65,1
0.503832,0.603113,1,61.5138,2,2,4,1,3,3,1,47,61,1
0.713212,0.278796,-1,66.3347,1,1,2,4,2,?,?,36,13,1
?,0.548685,-1,?,0,2,2,4,2,?,0,112,57,0
0.481007,0.783143,-1,80.7031,1,2,4,3,3,1,1,20,66,0
0.675836,0.113898,-1,63.3252,0,1,3,5,1,2,1,56,70,0
0.729529,0.615586,-1,60.751,3,1,3,2,4,2,?,14,37,1
0.203765,0.355684,-1,57.656,1,1,1,4,2,3,0,25,12,1
0.125771,0.259331,0,78.573,1,2,4,1,1,2,0,47,62,0
0.733145,0.631494,-1,65.568,0,2,4,5,1,?,0,65,?,0
0.425337,?,-1,64.6432,1,1,3,2,5,4,1,49,36,1
0.840711,0.345358,0,58.3638,0,1,5,5,1,2,1,35,34,0
0.28473,?,-1,56.7594,2,0,5,2,2,2,0,13,12,1
0.494633,0.501839,0,69.8759,3,1,5,3,2,2,0,56,36,1
0.605149,0.503138,0,72.1326,1,?,2,2,2,3,0,67,53,1
0.676341,0.214169,0,71.8928,0,2,4,1,1,3,1,57,58,0
0.343075,0.603465,-1,66.4213,0,2,1,2,4,3,0,78,62,0
0.606934,0.145524,1,53.9474,?,?,1,5,2,3,1,48,30,0
0.443825,0.492668,-1,56.7144,2,2,3,4,4,?,1,45,9,1
0.763857,0.567721,0,65.3238,1,1,4,2,3,2,0,116,70,1
0.549652,?,?,64.536,0,2,5,5,2,2,0,72,60,0
0.778451,0.320152,-1,66.3245,0,?,2,5,3,3,1,48,67,0
0.520621,0.954329,-1,53.5991,2,2,5,1,3,2,0,75,55,1
0.376095,0.176161,1,65.3776,1,0,2,3,2,1,0,52,52,1
0.534328,0.793518,-1,78.8814,1,3,4,2,4,3,0,66,31,0
0.259626,0.431543,1,75.8331,-1,2,5,2,2,3,0,60,50,0
0.653276,0.305638,-1,75.0195,1,4,4,2,3,3,0,75,55,0
?,0.519204,0,?,1,?,?,2,?,5,0,36,54,1
0.544356,0.455689,?,?,2,2,4,4,1,?,1,81,?,1
0.757467,0.485056,0,72.2346,1,1,3,1,3,0,0,16,56,1
0.19964,0.160577,1,65.8927,1,2,1,4,3,3,0,55,45,0
0.583602,0.632759,-1,66.8409,1,0,?,4,2,4,?,54,79,1
0.341231,0.476401,1,53.9299,1,1,3,3,2,2,1,29,77,1
0.495413,0.331792,1,70.5594,1,-1,5,2,2,3,1,73,55,1
0.856325,0.75457,1,68.4957,2,1,1,1,3,3,1,43,102,1
0.354077,0.620197,-1,63.9899,1,1,3,5,1,2,1,39,60,1
0.944933,?,0,60.9216,0,0,1,4,2,1,1,39,7,1
0.359657,0.451897,1,54.5849,2,0,?,2,2,2,0,-21,62,1
0.639572,0.750181,1,66.5377,2,1,5,4,1,4,0,38,49,1
0.357408,0.405141,0,52.7493,2,2,4,2,3,?,0,18,59,1
0.569908,0.582091,-1,50.025,1,1,1,2,3,3,1,50,48,1
0.583329,0.680922,1,66.6888,?,2,2,3,2,3,0,70,39,0
0.700727,?,-1,62.4185,3,?,5,3,1,2,?,29,41,1
0.162564,0.542211,1,66.1668,1,1,4,4,2,3,1,?,59,1
0.749472,0.563731,0,62.0506,1,3,3,5,1,?,1,65,39,0
0.225817,0.642516,0,70.4738,0,1,2,?,3,3,0,82,42,0
?,0.378749,-1,56.6767,2,1,2,3,1,3,?,24,32,1
0.973809,0.122132,0,69.4431,2,2,?,4,2,3,0,20,44,0
0.212635,?,1,54.4462,4,1,?,4,3,0,1,28,51,1
0.945591,0.53381,-1,73.0533,0,1,5,4,4,4,0,42,13,0
0.381461,0.373638,-1,49.2046,1,2,1,3,3,3,1,28,2,1
0.830738,0.363607,0,58.9987,?,2,2,1,3,4,0,89,29,1
0.525456,0.379368,-1,60.6879,2,1,3,4,2,3,0,91,61,1
0.599697,0.966929,1,73.3517,1,2,2,1,1,4,0,45,39,0
0.470229,0.297229,-1,62.5184,2,1,4,2,3,2,1,20,28,1
0.214955,0.446674,0,70.7826,1,2,1,2,3,5,1,70,26,1
0.553902,0.311753,1,71.1088,3,1,4,2,2,1,0,82,?,1
0.721434,0.324267,?,67.92,1,1,3,2,3,1,0,55,58,0
0.454937,0.721132,-1,76.2512,4,1,4,4,2,3,1,37,?,1
0.54678,0.512328,1,54.3293,1,0,?,5,3,2,1,60,?,1
0.434078,0.411393,0,62.1063,1,1,2,2,?,3,1,35,56,1
0.346234,0.569177,0,61.129,0,0,4,4,4,2,1,70,53,1
0.503822,0.689097,0,67.9805,0,1,2,4,3,3,1,52,27,1
0.517382,?,-1,81.3006,4,2,3,2,3,2,1,25,78,1
0.515805,0.43483,0,53.3428,1,1,4,4,3,2,1,80,75,1
0.611161,0.322492,1,61.0391,2,3,4,5,3,2,0,10,86,0
0.606658,0.413069,0,64.344,1,3,3,3,4,3,?,61,22,1
0.37397,0.234603,-1,71.9951,2,2,2,?,3,3,0,69,75,1
0.218409,0.688631,1,68.5926,3,1,2,1,2,2,0,44,61,1
0.362721,0.110854,0,74.4745,0,2,3,1,2,2,1,33,84,0
0.142911,0.626844,1,74.3962,2,2,5,4,3,1,0,40,37,1
0.254758,?,1,?,1,1,1,1,1,5,0,36,54,1
0.45859,0.606255,-1,69.4028,1,1,2,4,4,4,0,38,10,1
0.689173,0.254143,1,69.0374,2,?,1,5,2,3,0,26,44,0
0.556465,0.281101,1,78.3031,0,2,3,5,5,4,0,37,48,0
0.251257,0.574458,-1,54.6304,2,2,4,3,2,3,0,65,81,1
0.161856,0.495833,-1,?,1,?,1,5,4,3,0,60,62,1
0.702196,0.605868,-1,69.8567,1,2,3,4,3,3,0,95,51,0
0.81792,0.642876,-1,58.2607,2,?,3,5,2,4,0,45,64,1
0.542492,0.468267,?,?,2,1,1,2,3,4,1,63,79,1
0.408712,0.556928,?,58.4554,0,1,4,5,2,4,0,10,13,0
0.199908,0.867737,-1,74.7347,?,1,5,2,3,2,1,20,49,1
0.196478,0.784628,0,74.1081,1,2,?,5,1,3,0,39,62,0
0.472019,0.611899,-1,68.8525,0,1,3,4,3,2,1,36,54,0
0.4838,0.295916,0,68.0877,1,1,5,5,1,3,0,63,50,1
0.531261,0.406123,1,64.4225,2,2,2,2,2,2,0,60,71,1
0.313849,0.504736,1,48.7037,1,1,1,?,1,0,1,30,29,1
0.617969,0.392661,0,82.3369,1,2,?,2,2,4,0,51,51,0
0.516949,0.943668,0,51.0129,0,2,1,4,4,5,0,47,60,0
0.384127,0.339611,?,?,3,2,1,1,1,4,1,71,32,1
0.864561,1.00239,?,61.7146,1,1,5,1,4,3,0,53,67,1
0.796484,0.0771101,-1,62.923,1,2,1,3,4,2,?,95,41,0
0.912078,0.167227,0,71.9111,1,-1,1,1,4,3,0,23,41,0
0.220588,0.572027,1,58.6755,1,3,3,1,?,2,0,29,93,0
0.644674,0.514301,-1,?,1,1,4,4,3,2,0,29,4,1
0.629917,0.676363,0,68.3274,0,1,3,1,3,3,0,43,77,0
0.49072,0.513737,-1,60.3087,0,2,5,1,2,1,0,23,18,0
0.375779,0.18018,-1,62.0048,1,2,?,5,3,5,1,47,39,0
?,0.358504,0,74.3397,?,3,1,5,4,2,1,16,41,0
0.714038,0.697311,0,66.2262,2,2,3,1,3,3,0,63,26,1
0.385399,0.909562,-1,69.0613,1,0,1,2,3,2,1,53,10,1
0.605743,0.67475,1,66.0193,4,4,2,3,3,2,?,43,35,1
0.438475,0.530595,?,57.474,2,1,4,1,3,2,0,39,59,1
0.306891,?,0,52.1554,1,-1,3,5,5,2,?,36,?,1
0.310803,0.493398,1,67.0257,1,1,3,1,?,4,0,58,40,1
0.220001,0.194645,0,80.7819,1,1,2,4,3,1,0,?,51,0
0.473005,0.558361,1,60.4221,1,2,2,1,4,3,0,43,41,0
0.741275,0.197328,1,69.3071,3,1,5,4,3,5,1,43,59,0
0.429847,0.179229,?,?,3,2,5,4,2,4,1,41,53,0
0.528052,0.337401,-1,63.5824,?,2,1,1,3,2,0,50,71,0
?,0.496455,-1,63.8165,?,?,1,1,4,2,0,34,64,0
0.587181,0.484113,1,58.8019,2,0,?,2,2,0,1,65,39,1
0.372673,0.471868,?,64.0884,2,1,3,3,3,4,1,32,44,1
0.455405,0.45249,0,66.1094,1,3,1,2,3,?,?,?,56,0
0.33123,0.459673,1,74.9896,?,1,1,5,2,3,1,19,43,1
0.414104,0.853676,0,71.5851,1,1,1,4,3,3,0,36,57,1
0.774407,0.610311,1,58.2655,2,2,3,5,2,4,1,41,69,1
0.589241,0.604481,-1,79.1189,1,1,3,1,2,4,0,59,42,1
0.28059,0.299104,1,63.7255,?,2,1,2,?,3,1,40,53,0
0.525808,0.442734,0,66.3521,1,3,5,2,3,3,1,35,49,0
0.706871,0.6767,0,66.8659,1,1,1,1,4,1,1,76,64,1
0.62294,0.506231,0,49.418,3,1,2,2,4,1,0,67,41,1
0.594512,0.561239,-1,58.9285,1,0,5,5,3,4,0,57,41,1
0.308493,0.367781,-1,?,1,1,1,2,1,2,1,15,57,1
0.737498,0.411588,0,58.6757,2,2,1,2,4,4,?,62,64,1
0.565157,0.51414,-1,64.7771,1,1,1,4,2,2,1,66,106,1
0.639979,0.218308,1,72.6714,1,2,1,5,3,3,1,50,77,0
0.724626,0.589307,-1,69.5776,3,1,4,2,1,4,1,62,14,1
0.711183,0.674222,1,64.519,2,1,4,3,3,2,1,35,80,1
0.499819,?,0,?,1,2,3,2,2,2,0,63,27,0
0.749166,0.63679,-1,62.4457,2,-1,2,3,4,3,1,33,15,1
0.119436,0.235317,0,?,2,2,3,3,2,3,1,56,59,1
0.70647,0.672414,1,58.6176,2,1,4,4,2,3,0,64,49,1
0.822368,0.81457,?,54.286,1,2,?,3,2,3,0,42,34,0
0.420766,0.105891,1,57.3272,2,0,?,1,4,2,1,50,46,0
0.272499,0.588313,0,66.2239,0,2,4,3,2,3,1,18,-6,1
0.236987,0.291045,1,60.7173,?,?,4,5,2,2,?,48,?,1
0.174746,0.490377,1,?,1,2,3,3,2,4,?,94,39,0
0.317831,0.430515,?,61.5193,1,4,3,1,1,3,1,84,48,0
0.604044,0.605011,0,61.4781,2,3,1,5,3,1,0,41,67,0
0.698392,0.398156,-1,62.4512,1,2,3,4,4,4,1,48,72,0
?,0.565188,-1,67.6333,2,2,1,4,2,1,0,27,37,1
0.371474,0.632795,0,68.7733,2,1,1,4,2,2,0,71,74,1
0.597981,0.390738,1,59.6513,4,1,4,4,2,3,1,70,60,1
0.752939,0.530435,-1,61.9628,2,1,3,4,4,3,1,46,68,1
0.648439,0.360724,1,64.6573,2,1,2,4,1,4,1,52,34,1
0.443624,0.186311,-1,68.0455,3,3,4,3,2,1,1,40,45,1
0.60191,0.505572,1,60.6502,2,?,2,3,3,2,1,46,39,1
0.297245,0.317701,-1,65.5488,2,0,5,?,2,2,0,29,33,1
0.410827,0.733944,-1,61.277,1,0,3,3,2,3,0,58,26,1
0.430387,0.48828,1,52.6731,3,1,3,4,3,2,1,60,59,1
0.529797,0.765047,0,61.8627,2,2,2,1,?,?,?,13,40,1
0.749075,0.545665,1,62.5862,2,0,1,?,3,3,1,97,29,1
0.83507,0.634428,0,70.3624,2,2,4,4,2,3,0,45,38,1
0.235979,0.399395,0,66.1804,3,2,3,4,2,2,0,41,42,1
0.44568,0.565072,-1,67.4781,3,2,4,1,3,1,0,54,71,1
0.444394,0.610521,1,59.9839,0,1,1,1,2,2,1,69,54,0
0.578086,0.583354,-1,59.6863,2,2,4,1,3,2,1,82,58,1
0.656907,0.619728,-1,75.9965,1,2,3,4,2,1,0,62,?,0
0.758856,0.566603,-1,57.9928,1,1,2,4,5,3,0,23,62,1
0.519157,?,-1,50.3846,0,?,3,1,3,1,1,54,?,0
0.363447,0.474334,0,?,2,3,3,4,3,3,1,30,33,0
0.328646,?,0,57.2772,0,0,3,3,3,4,1,66,-2,0
0.230789,0.49122,0,65.3746,3,1,1,1,4,?,0,43,81,1
0.515003,0.609437,0,62.7876,1,1,1,1,3,1,1,69,79,1
0.436652,0.495077,1,55.8622,2,3,4,4,3,1,1,53,22,1
0.235196,0.578947,1,?,0,1,5,4,3,1,0,77,88,0
0.361128,0.386309,0,66.9677,3,1,3,1,2,2,1,51,?,1
0.493109,0.237315,-1,60.3272,1,2,5,2,3,2,1,61,65,0
0.926627,0.568365,1,74.2303,2,1,4,5,1,3,?,52,17,1
0.483139,0.538302,1,63.3383,2,0,1,1,2,3,1,78,39,1
0.331961,0.34065,1,?,1,-1,?,2,1,2,1,69,59,1
0.616917,0.51753,1,70.1516,1,1,2,4,1,3,0,69,70,1
0.529002,0.46868,1,79.6242,1,3,5,2,4,2,1,56,50,0
0.516467,0.278391,0,47.5247,1,2,2,1,1,3,0,27,73,0
0.424349,0.604447,1,74.3375,2,2,3,4,4,2,1,33,28,1
0.430421,0.498362,-1,?,-1,0,1,5,?,2,1,31,26,1
0.435634,-0.000414927,0,71.4858,2,1,2,2,2,2,0,53,34,1
0.505659,?,-1,73.3648,2,0,4,1,2,3,1,45,98,1
0.594635,0.739445,0,?,1,1,5,5,3,2,0,61,15,1
?,0.200768,1,?,3,2,4,3,3,3,1,64,70,1
0.304198,0.792412,1,61.8273,1,0,4,5,1,0,1,70,77,1
0.151968,0.529801,1,?,3,1,1,2,3,2,0,54,37,1
0.540361,0.918384,0,70.0415,0,0,3,5,3,3,1,47,33,1
0.639897,0.538005,1,69.702,2,2,2,1,4,2,0,10,62,1
0.527849,0.904106,-1,69.0252,2,1,3,5,2,2,?,16,54,1
0.543669,0.245301,-1,67.0213,0,1,4,2,2,4,0,47,77,0
0.469444,0.623111,1,64.2518,3,1,4,?,?,4,0,100,28,1
0.214433,0.789968,1,62.829,?,-1,4,2,?,1,0,55,?,1
0.821441,0.174492,0,59.6507,1,2,5,?,4,2,0,80,50,0
0.530985,0.637472,1,64.3545,2,2,4,5,4,?,0,54,37,1
0.299561,0.484802,1,62.0555,3,1,5,1,2,?,1,50,40,1
0.462747,?,0,62.6031,2,1,4,1,3,?,1,49,49,1
0.432494,0.474461,1,62.2251,2,1,3,1,1,4,1,17,37,1
0.452044,0.515128,?,58.2098,2,-1,3,3,3,?,1,52,74,1
0.360215,0.690685,0,68.0825,2,1,1,2,?,3,1,105,66,1
0.148413,0.400768,-1,62.0321,1,3,3,1,1,1,0,32,?,0
0.479546,0.624326,-1,69.6777,1,1,4,2,?,3,0,33,-11,1
0.609128,?,0,77.9291,1,0,5,1,2,2,1,58,25,0
0.588802,0.632973,-1,63.1147,2,1,3,4,2,2,1,59,97,1
0.661056,0.525109,-1,65.3346,1,?,4,1,3,1,0,106,60,1
0.900126,0.505948,-1,61.3923,2,1,2,5,3,4,1,63,71,1
0.210736,0.949327,-1,75.3747,1,0,5,5,3,1,1,79,62,1
0.473149,0.704361,1,67.472,1,1,3,1,3,3,0,46,0,1
0.581211,0.525888,?,73.8935,3,0,1,5,4,3,1,56,76,1
0.579032,0.358362,1,62.0232,2,?,4,2,3,3,1,46,64,1
0.471822,0.542687,0,85.0607,1,1,2,3,2,3,0,36,44,1
0.820396,0.551033,-1,56.3306,2,?,5,1,2,0,0,73,50,1
0.587275,0.529635,-1,58.6153,4,2,4,2,?,0,0,34,54,1
0.246264,0.74892,0,69.5984,2,1,1,2,2,?,0,?,64,1
0.555003,0.254339,1,69.6037,1,1,5,2,2,3,0,9,14,0
0.525676,0.959714,1,72.4873,1,1,4,3,0,4,1,33,71,1
0.318432,0.770298,-1,66.7524,2,2,1,3,2,3,0,31,36,1
0.415656,0.794871,1,65.7754,4,1,3,1,2,1,0,60,89,1
0.419567,0.547782,1,66.1511,?,1,?,4,1,3,1,56,65,1
0.553541,0.114269,1,67.9436,1,2,5,4,3,2,0,59,32,0
0.523232,0.384945,-1,69.8264,?,1,4,1,4,2,0,46,62,1
1.02261,0.44797,1,67.414,2,4,5,1,3,4,0,46,31,0
0.371346,0.502537,-1,65.0808,1,1,5,5,?,3,1,19,50,1
0.69538,0.722315,0,81.9949,1,-1,2,4,2,3,1,79,54,1
0.17091,0.681775,?,66.5447,0,0,5,3,4,3,1,-6,55,1
0.352524,0.427376,-1,62.6202,1,2,1,4,3,6,?,30,?,0
0.648676,1.10947,-1,68.8846,2,3,2,2,2,4,1,49,50,0
0.363726,0.56447,1,?,3,2,5,2,3,3,1,19,85,1
0.63899,0.454839,1,56.1285,0,1,2,4,4,1,0,58,38,0
0.367407,0.335278,-1,66.2981,3,1,2,3,2,2,0,96,36,1
0.440893,0.613131,1,69.7975,0,0,3,3,2,?,1,64,27,1
0.636317,0.635442,-1,56.0224,2,1,4,3,4,3,0,49,44,1
0.234683,0.609747,0,64.298,2,1,?,5,0,?,0,35,42,1
0.0626584,0.855309,0,71.9916,2,2,1,4,4,4,1,12,55,1
0.568917,0.013942,-1,66.8629,0,1,2,?,5,?,1,61,78,0
0.547102,0.50725,-1,59.4275,2,-1,2,1,3,2,1,2,47,1
0.500389,0.36365,1,75.9866,3,2,5,5,?,2,0,36,75,1
0.372975,0.476381,-1,85.9292,1,1,1,2,5,2,1,33,36,1
0.383776,0.347275,-1,71.5255,0,1,4,5,2,1,0,49,10,1
0.637282,0.468677,0,57.0697,1,2,1,1,3,2,0,56,66,0
0.469368,0.497297,1,53.6208,4,3,5,3,3,4,0,53,58,1
0.281225,0.526074,0,70.062,-1,2,1,4,0,2,0,22,41,0
0.292703,0.719269,1,59.0169,2,0,4,1,3,3,1,63,42,1
0.404681,0.543216,1,67.6786,4,1,4,4,?,3,0,40,90,1
0.520912,0.352622,-1,59.6633,2,2,5,5,3,1,0,21,86,1
0.187478,0.361106,?,52.9304,3,3,3,2,?,1,0,80,40,1
0.21705,0.458509,?,?,2,0,3,2,2,2,0,71,48,1
0.428131,0.566347,0,63.6521,1,2,1,1,4,?,0,70,52,0
0.130632,0.419044,0,57.0346,2,2,1,1,3,3,1,70,55,1
0.270827,?,1,61.6779,0,2,4,5,3,1,1,39,33,0
0.640883,0.650065,1,69.107,2,?,5,4,3,1,1,29,?,1
0.39687,0.954706,-1,?,1,1,1,5,3,1,0,81,25,1
0.165217,0.113688,1,?,1,3,5,2,2,2,0,53,36,0
0.540199,0.635747,-1,68.0372,1,2,3,4,1,1,1,50,47,0
0.0786136,0.196475,?,72.5665,1,0,3,?,3,1,1,?,39,0
0.498121,0.651824,-1,66.348,2,3,1,3,?,2,1,44,23,0
0.763933,0.425683,1,72.3405,0,1,1,4,4,?,1,?,30,0
0.503647,0.644667,?,58.6406,2,1,1,?,2,2,0,17,45,1
0.639142,0.393887,1,70.8612,2,2,5,5,4,4,0,23,42,1
0.781178,0.869545,0,63.4218,3,1,?,3,1,2,0,32,62,1
0.63207,0.708632,1,65.8988,2,-1,3,1,3,3,?,60,64,1
0.543532,0.508008,-1,52.5033,2,2,2,4,4,4,0,12,9,1
0.428599,0.616243,1,68.6957,2,2,5,4,3,1,0,19,73,1
0.726446,0.154389,?,66.7647,2,2,2,5,2,2,1,45,?,0
0.221206,0.354075,0,74.8434,1,1,5,1,2,2,1,74,23,1
0.688834,0.341371,0,55.2496,?,3,3,1,3,?,0,33,78,0
0.150114,0.215389,?,68.8886,2,2,1,3,4,4,0,77,83,1
0.616872,0.691914,0,71.8544,2,1,2,3,3,4,0,50,33,1
0.56995,0.55659,1,69.4746,1,-1,2,2,3,3,1,50,50,1
0.0607603,0.491472,-1,54.4236,2,2,3,4,3,5,0,39,40,1
0.67582,0.636191,-1,71.0066,1,1,5,4,2,3,0,41,62,1
0.588899,0.589651,1,70.656,2,2,4,3,4,?,1,56,81,1
0.477034,-0.0730163,-1,51.8877,2,3,?,3,3,2,1,54,34,0
0.543836,0.260439,?,72.4686,2,3,2,4,3,0,0,35,41,0
0.396243,0.254586,1,67.2699,2,1,4,5,2,3,0,56,4,1
